|H  1  |6563A|287.123|
|C 2p  |6580A|1.94848e-17|
|C 2r  |6580A|0.0129318|
|C  2  |6580A|1.94848e-17|
|TOTL  |6580A|0.0129318|
|N  2  |6584A|74.2476|
|He 1  |6678A|3.85466|
|S II  |6716A|4.83565|
|S II  |6731A|10.69|
|Ar 3  |7135A|26.0891|
|O II  |7323A|17.3209|
|O II  |7332A|14.0462|
|Ne 2 |1281m|63.6868|
|Ne 3 |1555m|16.3837|

Tsamis LV2 12.3

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1553, NJ = 1001
Ems.shape = (45, 1001, 1553)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    275776.906    
 sum(cubes) =    1.72601513E-14
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|6.95703|
|C  3  |1910A|10.1204|
|TOTL  |2326A|55.8892|
|O II  |2471A|38.4455|
|O II  |3726A|72.5381|
|O II  |3729A|29.2974|
|Ne 3  |3869A|6.47705|
|S II  |4070A|7.4074|
|S II  |4078A|2.38325|
|C  2  |4267A|0.435789|
|TOTL  |4363A|0.634848|
|He 1  |4471A|4.84826|
|Fe 3  |4608A|0.00322935|
|O 2r  |4651A|0.396044|
|Fe 3  |4659A|0.0403933|
|Fe 3  |4702A|0.0188361|
|Ar 4  |4711A|0.011341|
|Fe 3  |4734A|0.00924902|
|Ar 4  |4740A|0.0169163|
|Fe 3  |4755A|0.00738684|
|H  1  |4861A|100|
|Fe 3  |4881A|0.0207354|
|O  3  |4959A|87.7744|
|Fe 3  |4988A|0.0035603|
|O  3  |5007A|264.199|
|Ar 3  |5192A|0.0772472|
|TOTL  |5199A|0.0805112|
|Fe 3  |5271A|0.0257062|
|Cl 3  |5518A|0.19345|
|Cl 3  |5538A|0.467318|
|O  1  |5577A|0.23067|
|N  2  |5755A|2.62677|
|He 1  |5876A|14.8533|
|O  1  |6300A|15.246|
|S  3  |6312A|0.959741|
|H  1  |6563A|288.164|
|N  2  |6584A|72.88|
|He 1  |6678A|4.06351|
|S II  |6716A|1.25072|
|S II  |6731A|2.79128|
|Ar 3  |7135A|19.513|
|O II  |7323A|27.1164|
|O II  |7332A|21.99|
|Ne 2 |1281m|100.664|
|Ne 3 |1555m|27.5887|

Tsamis HST10 12.3

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1553, NJ = 1001
Ems.shape = (45, 1001, 1553)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    292983.531    
 sum(cubes) =    1.57903001E-14
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|8.07136|
|C  3  |1910A|11.3377|
|TOTL  |2326A|40.1269|
|O II  |2471A|38.2728|
|O II  |3726A|65.1312|
|O II  |3729A|26.4349|
|Ne 3  |3869A|3.95141|
|S II  |4070A|10.8048|
|S II  |4078A|3.47745|
|C  2  |4267A|0.199262|
|TOTL  |4363A|0.941322|
|He 1  |4471A|4.58008|
|Fe 3  |4608A|0.030366|
|O 2r  |4651A|0.245382|
|Fe 3  |4659A|0.379952|
|Fe 3  |4702A|0.177118|
|Ar 4  |4711A|0.0169754|
|Fe 3  |4734A|0.0869005|
|Ar 4  |4740A|0.0243039|
|Fe 3  |4755A|0.0694826|
|H  1  |4861A|100|
|Fe 3  |4881A|0.191977|
|O  3  |4959A|85.9868|
|Fe 3  |4988A|0.0329628|
|O  3  |5007A|258.819|
|Ar 3  |5192A|0.107065|
|TOTL  |5199A|0.0837719|
|Fe 3  |5271A|0.23582|
|Cl 3  |5518A|0.121356|
|Cl 3  |5538A|0.287034|
|O  1  |5577A|0.195589|
|N  2  |5755A|3.75836|
|He 1  |5876A|14.0709|
|O  1  |6300A|11.3076|
|S  3  |6312A|1.73739|
|H  1  |6563A|286.346|
|N  2  |6584A|87.5879|
|He 1  |6678A|3.80968|
|S II  |6716A|1.6954|
|S II  |6731A|3.78707|
|Ar 3  |7135A|20.2452|
|O II  |7323A|26.995|
|O II  |7332A|21.8919|
|Ne 2 |1281m|33.1165|
|Ne 3 |1555m|9.98566|

Tsamis 101 12.3

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1568, NJ = 1001
Ems.shape = (45, 1001, 1568)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    236484.875    
 sum(cubes) =    1.34952491E-14
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|24.9311|
|C  3  |1910A|30.5494|
|TOTL  |2326A|63.2671|
|O II  |2471A|20.2606|
|O II  |3726A|32.8116|
|O II  |3729A|13.4726|
|Ne 3  |3869A|8.58411|
|S II  |4070A|13.8274|
|S II  |4078A|4.4517|
|C  2  |4267A|0.189698|
|TOTL  |4363A|0.94235|
|He 1  |4471A|4.58281|
|Fe 3  |4608A|0.0435|
|O 2r  |4651A|0.0775149|
|Fe 3  |4659A|0.547078|
|Fe 3  |4702A|0.253723|
|Ar 4  |4711A|0.0400764|
|Fe 3  |4734A|0.123865|
|Ar 4  |4740A|0.0538447|
|Fe 3  |4755A|0.100047|
|H  1  |4861A|100|
|Fe 3  |4881A|0.271288|
|O  3  |4959A|49.9104|
|Fe 3  |4988A|0.0465812|
|O  3  |5007A|150.23|
|Ar 3  |5192A|0.196614|
|TOTL  |5199A|0.10693|
|Fe 3  |5271A|0.330548|
|Cl 3  |5518A|0.189176|
|Cl 3  |5538A|0.427167|
|O  1  |5577A|0.080836|
|N  2  |5755A|5.41416|
|He 1  |5876A|14.22|
|O  1  |6300A|4.3352|
|S  3  |6312A|2.8892|
|H  1  |6563A|284.117|
|N  2  |6584A|108.93|
|He 1  |6678A|3.78278|
|S II  |6716A|2.09282|
|S II  |6731A|4.66375|
|Ar 3  |7135A|27.1467|
|O II  |7323A|14.2901|
|O II  |7332A|11.5889|
|Ne 2 |1281m|34.7663|
|Ne 3 |1555m|11.308|

Tsamis 102 12.3

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1564, NJ = 1001
Ems.shape = (45, 1001, 1564)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    306454.625    
 sum(cubes) =    1.41539637E-14
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|17.6212|
|C  3  |1910A|22.5757|
|TOTL  |2326A|55.2234|
|O II  |2471A|26.1788|
|O II  |3726A|42.9604|
|O II  |3729A|17.5728|
|Ne 3  |3869A|6.83627|
|S II  |4070A|12.8199|
|S II  |4078A|4.12794|
|C  2  |4267A|0.192982|
|TOTL  |4363A|1.00507|
|He 1  |4471A|4.58522|
|Fe 3  |4608A|0.0392685|
|O 2r  |4651A|0.117183|
|Fe 3  |4659A|0.492942|
|Fe 3  |4702A|0.229044|
|Ar 4  |4711A|0.031091|
|Fe 3  |4734A|0.112017|
|Ar 4  |4740A|0.0425372|
|Fe 3  |4755A|0.0901464|
|H  1  |4861A|100|
|Fe 3  |4881A|0.245823|
|O  3  |4959A|62.9003|
|Fe 3  |4988A|0.0422089|
|O  3  |5007A|189.331|
|Ar 3  |5192A|0.163953|
|TOTL  |5199A|0.11953|
|Fe 3  |5271A|0.300222|
|Cl 3  |5518A|0.165892|
|Cl 3  |5538A|0.380036|
|O  1  |5577A|0.108389|
|N  2  |5755A|4.86214|
|He 1  |5876A|14.1716|
|O  1  |6300A|6.02258|
|S  3  |6312A|2.48456|
|H  1  |6563A|284.853|
|N  2  |6584A|102.272|
|He 1  |6678A|3.79242|
|S II  |6716A|2.018|
|S II  |6731A|4.48782|
|Ar 3  |7135A|24.9362|
|O II  |7323A|18.4645|
|O II  |7332A|14.9743|
|Ne 2 |1281m|34.2752|
|Ne 3 |1555m|10.927|

ZZ03 12.3

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1567, NJ = 1001
Ems.shape = (45, 1001, 1567)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    319598.594    
 sum(cubes) =    1.30328428E-14
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|21.4731|
|C  3  |1910A|26.4711|
|TOTL  |2326A|54.8098|
|O II  |2471A|21.5198|
|O II  |3726A|34.4228|
|O II  |3729A|14.1281|
|Ne 3  |3869A|5.19496|
|S II  |4070A|16.7572|
|S II  |4078A|5.39513|
|C  2  |4267A|0.161311|
|TOTL  |4363A|0.989188|
|He 1  |4471A|4.5904|
|Fe 3  |4608A|0.0329961|
|O 2r  |4651A|0.0807161|
|Fe 3  |4659A|0.414527|
|Fe 3  |4702A|0.192459|
|Ar 4  |4711A|0.0241428|
|Fe 3  |4734A|0.0940374|
|Ar 4  |4740A|0.0324644|
|Fe 3  |4755A|0.0758049|
|H  1  |4861A|100|
|Fe 3  |4881A|0.205313|
|O  3  |4959A|52.1558|
|Fe 3  |4988A|0.0352527|
|O  3  |5007A|156.99|
|Ar 3  |5192A|0.119602|
|TOTL  |5199A|0.0966574|
|Fe 3  |5271A|0.250294|
|Cl 3  |5518A|0.379427|
|Cl 3  |5538A|0.858007|
|O  1  |5577A|0.0840295|
|N  2  |5755A|5.5097|
|He 1  |5876A|14.2491|
|O  1  |6300A|4.44595|
|S  3  |6312A|3.50917|
|H  1  |6563A|284.059|
|N  2  |6584A|109.556|
|He 1  |6678A|3.78866|
|S II  |6716A|2.49216|
|S II  |6731A|5.56025|
|Ar 3  |7135A|16.3963|
|O II  |7323A|15.1782|
|O II  |7332A|12.3091|
|Ne 2 |1281m|20.8605|
|Ne 3 |1555m|6.81467|

Tsamis104 12.3

Datacube size: (NU, NY, NX) = (50, 40, 40)
Ems.shape = (47, 1001, 1563)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    338013.031    
 sum(cubes) =    1.53708104E-14
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|14.5691|
|C  3  |1910A|19.5636|
|TOTL  |2326A|54.141|
|O II  |2471A|37.6337|
|O II  |3726A|60.5328|
|O II  |3729A|24.6545|
|Ne 3  |3869A|5.37484|
|Ne 3  |3968A|1.6199|
|S II  |4070A|9.00988|
|S II  |4078A|2.90216|
|C  2  |4267A|0.19532|
|TOTL  |4363A|1.18401|
|He 1  |4471A|4.58532|
|Fe 3  |4608A|0.0588201|
|O 2r  |4651A|0.174735|
|Fe 3  |4659A|0.736641|
|Fe 3  |4702A|0.343083|
|Ar 4  |4711A|0.0146083|
|Fe 3  |4734A|0.168145|
|Ar 4  |4740A|0.0203956|
|Fe 3  |4755A|0.134712|
|H  1  |4861A|100|
|Fe 3  |4881A|0.36861|
|O  3  |4959A|82.4133|
|Fe 3  |4988A|0.0632918|
|O  3  |5007A|248.065|
|Ar 3  |5192A|0.0873519|
|TOTL  |5199A|0.104898|
|Fe 3  |5271A|0.449855|
|Cl 3  |5518A|0.152486|
|Cl 3  |5538A|0.355604|
|O  1  |5577A|0.16425|
|N  2  |5755A|3.62899|
|He 1  |5876A|14.1552|
|O  1  |6300A|9.28335|
|S  3  |6312A|1.64294|
|H  1  |6563A|285.36|
|TOTL  |6580A|0.0166056|
|N  2  |6584A|76.6628|
|He 1  |6678A|3.7971|
|S II  |6716A|1.44592|
|S II  |6731A|3.21395|
|Ar 3  |7135A|13.8263|
|O II  |7323A|26.5436|
|O II  |7332A|21.5268|
|Ne 2 |1281m|31.7578|
|Ne 3 |1555m|9.87197|


---------------
HST10 apertures, Rot=30 deg, w=1.6, h=1.6
---------------

Orion 12.1

H beta line flux: 
1.84730046305e+31
Line fluxes relative to H beta = 100:
|Ar 3  |5192A|0.1275|
|Ar 3  |7135A|21.8149|
|Ar 4  |4711A|0.00921551|
|Ar 4  |4740A|0.0147067|
|C  2  |4267A|0.169581|
|C  3  |1907A|10.4323|
|C  3  |1910A|13.7352|
|Cl 3  |5518A|0.124143|
|Cl 3  |5538A|0.308494|
|Fe 3  |4608A|0.182372|
|Fe 3  |4659A|2.3109|
|Fe 3  |4702A|1.06374|
|Fe 3  |4734A|0.516848|
|Fe 3  |4755A|0.422603|
|Fe 3  |4881A|1.18614|
|Fe 3  |4988A|0.203663|
|Fe 3  |5271A|1.42404|
|H  1  |4861A|100|
|H  1  |6563A|285.957|
|He 1  |4471A|4.48284|
|He 1  |5876A|13.8012|
|He 1  |6678A|3.71958|
|N  2  |5755A|4.65736|
|N  2  |6584A|117.69|
|Ne 2 |1281m|36.3765|
|Ne 3 |1555m|6.49935|
|Ne 3  |3869A|3.47049|
|O 2r  |4651A|0.113296|
|O  1  |5577A|0.171427|
|O  1  |6300A|10.3253|
|O  3  |4959A|50.1282|
|O  3  |5007A|150.886|
|O II  |2471A|32.3471|
|O II  |3726A|59.53|
|O II  |3729A|24.1012|
|O II  |7323A|22.8147|
|O II  |7332A|18.5031|
|S  3  |6312A|2.47964|
|S II  |4070A|18.166|
|S II  |4078A|5.87362|
|S II  |6716A|3.14415|
|S II  |6731A|7.01778|
|TOTL  |2326A|52.0402|
|TOTL  |4363A|0.671605|
|TOTL  |5199A|0.15157|

Esteban 12.1

H beta line flux: 
1.87046667108e+31
Line fluxes relative to H beta = 100:
|Ar 3  |5192A|0.138405|
|Ar 3  |7135A|26.7987|
|Ar 4  |4711A|0.00904203|
|Ar 4  |4740A|0.0150091|
|C  2  |4267A|0.149849|
|C  3  |1907A|5.89194|
|C  3  |1910A|8.01603|
|Cl 3  |5518A|0.303865|
|Cl 3  |5538A|0.764414|
|Fe 3  |4608A|0.051529|
|Fe 3  |4659A|0.652761|
|Fe 3  |4702A|0.300551|
|Fe 3  |4734A|0.146123|
|Fe 3  |4755A|0.119371|
|Fe 3  |4881A|0.338102|
|Fe 3  |4988A|0.0580521|
|Fe 3  |5271A|0.406797|
|H  1  |4861A|100|
|H  1  |6563A|286.79|
|He 1  |4471A|4.56497|
|He 1  |5876A|14.0138|
|He 1  |6678A|3.79959|
|N  2  |5755A|3.01084|
|N  2  |6584A|81.9906|
|Ne 2 |1281m|66.2806|
|Ne 3 |1555m|11.4673|
|Ne 3  |3869A|4.82222|
|O 2r  |4651A|0.127801|
|O  1  |5577A|0.171648|
|O  1  |6300A|10.6263|
|O  3  |4959A|44.8295|
|O  3  |5007A|134.936|
|O II  |2471A|29.1874|
|O II  |3726A|55.842|
|O II  |3729A|22.5454|
|O II  |7323A|20.5862|
|O II  |7332A|16.6961|
|S  3  |6312A|3.37258|
|S II  |4070A|27.1468|
|S II  |4078A|8.78097|
|S II  |6716A|4.82129|
|S II  |6731A|10.7789|
|TOTL  |2326A|37.5273|
|TOTL  |4363A|0.48776|
|TOTL  |5199A|0.100086|

H beta line flux: 
1.86830992158e+31
Line fluxes relative to H beta = 100:
|Ar 3  |5192A|0.13949|
|Ar 3  |7135A|26.9104|
|Ar 4  |4711A|0.00916118|
|Ar 4  |4740A|0.0151898|
|C 2p  |6580A|7.0323e-18|
|C 2r  |6580A|0.0120239|
|C  2  |4267A|0.14987|
|C  2  |6580A|7.0323e-18|
|C  3  |1907A|5.97119|
|C  3  |1910A|8.11625|
|Cl 3  |5518A|0.305573|
|Cl 3  |5538A|0.768483|
|Fe 3  |4608A|0.0518003|
|Fe 3  |4659A|0.656182|
|Fe 3  |4702A|0.302137|
|Fe 3  |4734A|0.146894|
|Fe 3  |4755A|0.119998|
|Fe 3  |4881A|0.339774|
|Fe 3  |4988A|0.0583405|
|Fe 3  |5271A|0.408796|
|H  1  |4861A|100|
|H  1  |6563A|286.661|
|He 1  |4471A|4.56809|
|He 1  |5876A|14.025|
|He 1  |6678A|3.80203|
|N  2  |5755A|3.02845|
|N  2  |6584A|82.243|
|Ne 2 |1281m|66.365|
|Ne 3 |1555m|11.5198|
|Ne 3  |3869A|4.87773|
|Ne 3  |3968A|1.47008|
|O 2r  |4651A|0.12804|
|O  1  |5577A|0.172583|
|O  1  |6300A|10.6733|
|O  3  |4959A|45.2174|
|O  3  |5007A|136.107|
|O II  |2471A|29.4035|
|O II  |3726A|56.1661|
|O II  |3729A|22.6774|
|O II  |7323A|20.7387|
|O II  |7332A|16.8195|
|S  3  |6312A|3.39628|
|S II  |4070A|27.2596|
|S II  |4078A|8.81728|
|S II  |6716A|4.83363|
|S II  |6731A|10.8069|
|TOTL  |2326A|37.792|
|TOTL  |4363A|0.494989|
|TOTL  |5199A|0.100358|
|TOTL  |6580A|0.0120239|


Tsamis LV2 12.1

H beta line flux: 
1.87423215224e+31
Line fluxes relative to H beta = 100:
|Ar 3  |5192A|0.0826852|
|Ar 3  |7135A|19.9503|
|Ar 4  |4711A|0.00494095|
|Ar 4  |4740A|0.00847367|
|C  2  |4267A|0.373516|
|C  3  |1907A|7.29612|
|C  3  |1910A|10.1085|
|Cl 3  |5518A|0.185047|
|Cl 3  |5538A|0.470759|
|Fe 3  |4608A|0.00358554|
|Fe 3  |4659A|0.0454658|
|Fe 3  |4702A|0.0209136|
|Fe 3  |4734A|0.0101647|
|Fe 3  |4755A|0.00831433|
|Fe 3  |4881A|0.0238678|
|Fe 3  |4988A|0.00409807|
|Fe 3  |5271A|0.0288832|
|H  1  |4861A|100|
|H  1  |6563A|288.187|
|He 1  |4471A|4.72537|
|He 1  |5876A|14.4677|
|He 1  |6678A|3.95575|
|N  2  |5755A|2.96809|
|N  2  |6584A|93.9677|
|Ne 2 |1281m|109.374|
|Ne 3 |1555m|16.7848|
|Ne 3  |3869A|4.7023|
|O 2r  |4651A|0.272079|
|O  1  |5577A|0.270397|
|O  1  |6300A|19.0237|
|O  3  |4959A|66.5736|
|O  3  |5007A|200.389|
|O II  |2471A|43.6882|
|O II  |3726A|92.2751|
|O II  |3729A|37.1651|
|O II  |7323A|30.8141|
|O II  |7332A|24.9904|
|S  3  |6312A|0.987365|
|S II  |4070A|9.16789|
|S II  |4078A|2.96635|
|S II  |6716A|1.77578|
|S II  |6731A|3.95993|
|TOTL  |2326A|65.2814|
|TOTL  |4363A|0.52428|
|TOTL  |5199A|0.131428|

Tsamis HST10 12.1

H beta line flux: 
1.87004722438e+31
Line fluxes relative to H beta = 100:
|Ar 3  |5192A|0.111459|
|Ar 3  |7135A|20.3929|
|Ar 4  |4711A|0.00707084|
|Ar 4  |4740A|0.0116143|
|C  2  |4267A|0.172148|
|C  3  |1907A|8.04425|
|C  3  |1910A|10.9505|
|Cl 3  |5518A|0.111852|
|Cl 3  |5538A|0.281684|
|Fe 3  |4608A|0.0336586|
|Fe 3  |4659A|0.426081|
|Fe 3  |4702A|0.196324|
|Fe 3  |4734A|0.0954962|
|Fe 3  |4755A|0.0779189|
|Fe 3  |4881A|0.219999|
|Fe 3  |4988A|0.0377738|
|Fe 3  |5271A|0.26412|
|H  1  |4861A|100|
|H  1  |6563A|286.593|
|He 1  |4471A|4.48711|
|He 1  |5876A|13.7926|
|He 1  |6678A|3.73043|
|N  2  |5755A|4.31341|
|N  2  |6584A|112.952|
|Ne 2 |1281m|36.07|
|Ne 3 |1555m|6.20104|
|Ne 3  |3869A|2.78625|
|O 2r  |4651A|0.169741|
|O  1  |5577A|0.248023|
|O  1  |6300A|15.3101|
|O  3  |4959A|63.4872|
|O  3  |5007A|191.098|
|O II  |2471A|43.7285|
|O II  |3726A|81.2076|
|O II  |3729A|32.7855|
|O II  |7323A|30.8435|
|O II  |7332A|25.0149|
|S  3  |6312A|1.74682|
|S II  |4070A|13.6558|
|S II  |4078A|4.41774|
|S II  |6716A|2.45347|
|S II  |6731A|5.46819|
|TOTL  |2326A|47.7384|
|TOTL  |4363A|0.738156|
|TOTL  |5199A|0.169546|

ZT101 12.1

H beta line flux: 
1.81391300935e+31
Line fluxes relative to H beta = 100:
|Ar 3  |5192A|0.189388|
|Ar 3  |7135A|26.2794|
|Ar 4  |4711A|0.0157539|
|Ar 4  |4740A|0.0239046|
|C  2  |4267A|0.165174|
|C  3  |1907A|21.4361|
|C  3  |1910A|26.5251|
|Cl 3  |5518A|0.162127|
|Cl 3  |5538A|0.394881|
|Fe 3  |4608A|0.0470709|
|Fe 3  |4659A|0.597229|
|Fe 3  |4702A|0.274546|
|Fe 3  |4734A|0.133172|
|Fe 3  |4755A|0.109218|
|Fe 3  |4881A|0.302402|
|Fe 3  |4988A|0.0519233|
|Fe 3  |5271A|0.361148|
|H  1  |4861A|100|
|H  1  |6563A|284.7|
|He 1  |4471A|4.49846|
|He 1  |5876A|13.96|
|He 1  |6678A|3.71558|
|N  2  |5755A|6.1315|
|N  2  |6584A|137.289|
|Ne 2 |1281m|37.5736|
|Ne 3 |1555m|7.10802|
|Ne 3  |3869A|5.58103|
|O 2r  |4651A|0.0541552|
|O  1  |5577A|0.100558|
|O  1  |6300A|5.59889|
|O  3  |4959A|34.8571|
|O  3  |5007A|104.919|
|O II  |2471A|22.4689|
|O II  |3726A|38.7581|
|O II  |3729A|15.7667|
|O II  |7323A|15.8482|
|O II  |7332A|12.8525|
|S  3  |6312A|2.72523|
|S II  |4070A|17.1603|
|S II  |4078A|5.54972|
|S II  |6716A|2.82415|
|S II  |6731A|6.30934|
|TOTL  |2326A|73.5822|
|TOTL  |4363A|0.660092|
|TOTL  |5199A|0.161854|

ZT102 12.1

H beta line flux: 
1.84556755444e+31
Line fluxes relative to H beta = 100:
|Ar 3  |5192A|0.161833|
|Ar 3  |7135A|24.3933|
|Ar 4  |4711A|0.012317|
|Ar 4  |4740A|0.0191599|
|C  2  |4267A|0.166957|
|C  3  |1907A|15.8892|
|C  3  |1910A|20.2777|
|Cl 3  |5518A|0.145186|
|Cl 3  |5538A|0.357783|
|Fe 3  |4608A|0.0428423|
|Fe 3  |4659A|0.543407|
|Fe 3  |4702A|0.249886|
|Fe 3  |4734A|0.121281|
|Fe 3  |4755A|0.0993745|
|Fe 3  |4881A|0.277045|
|Fe 3  |4988A|0.0475699|
|Fe 3  |5271A|0.33096|
|H  1  |4861A|100|
|H  1  |6563A|285.218|
|He 1  |4471A|4.48659|
|He 1  |5876A|13.8745|
|He 1  |6678A|3.71186|
|N  2  |5755A|5.56554|
|N  2  |6584A|130.808|
|Ne 2 |1281m|37.172|
|Ne 3 |1555m|6.81043|
|Ne 3  |3869A|4.53701|
|O 2r  |4651A|0.0811338|
|O  1  |5577A|0.146929|
|O  1  |6300A|8.43201|
|O  3  |4959A|44.4416|
|O  3  |5007A|133.769|
|O II  |2471A|29.4874|
|O II  |3726A|52.0309|
|O II  |3729A|21.107|
|O II  |7323A|20.7981|
|O II  |7332A|16.8678|
|S  3  |6312A|2.39089|
|S II  |4070A|16.1761|
|S II  |4078A|5.23302|
|S II  |6716A|2.74965|
|S II  |6731A|6.13603|
|TOTL  |2326A|65.3923|
|TOTL  |4363A|0.725581|
|TOTL  |5199A|0.173762|

ZZ03 12.1

H beta line flux: 
1.81773470726e+31
Line fluxes relative to H beta = 100:
|Ar 3  |5192A|0.115227|
|Ar 3  |7135A|15.876|
|Ar 4  |4711A|0.00945557|
|Ar 4  |4740A|0.0143963|
|C  2  |4267A|0.140619|
|C  3  |1907A|18.5278|
|C  3  |1910A|23.0031|
|Cl 3  |5518A|0.326043|
|Cl 3  |5538A|0.795295|
|Fe 3  |4608A|0.0356688|
|Fe 3  |4659A|0.452443|
|Fe 3  |4702A|0.208046|
|Fe 3  |4734A|0.10094|
|Fe 3  |4755A|0.082739|
|Fe 3  |4881A|0.229085|
|Fe 3  |4988A|0.0393341|
|Fe 3  |5271A|0.273399|
|H  1  |4861A|100|
|H  1  |6563A|284.691|
|He 1  |4471A|4.50472|
|He 1  |5876A|13.985|
|He 1  |6678A|3.7202|
|N  2  |5755A|6.21647|
|N  2  |6584A|138.379|
|Ne 2 |1281m|22.5782|
|Ne 3 |1555m|4.29062|
|Ne 3  |3869A|3.38497|
|O 2r  |4651A|0.0564643|
|O  1  |5577A|0.106598|
|O  1  |6300A|5.9251|
|O  3  |4959A|36.4795|
|O  3  |5007A|109.805|
|O II  |2471A|23.8198|
|O II  |3726A|40.8049|
|O II  |3729A|16.5934|
|O II  |7323A|16.801|
|O II  |7332A|13.6257|
|S  3  |6312A|3.31213|
|S II  |4070A|20.7996|
|S II  |4078A|6.72737|
|S II  |6716A|3.42402|
|S II  |6731A|7.65058|
|TOTL  |2326A|63.6307|
|TOTL  |4363A|0.693907|
|TOTL  |5199A|0.166218|

ZT103 12.1

H beta line flux: 
1.82084580642e+31
Line fluxes relative to H beta = 100:
|Ar 3  |5192A|0.162163|
|Ar 3  |7135A|24.3572|
|Ar 4  |4711A|0.010408|
|Ar 4  |4740A|0.0166623|
|C  2  |4267A|0.170245|
|C  3  |1907A|15.0206|
|C  3  |1910A|20.0031|
|Cl 3  |5518A|0.140855|
|Cl 3  |5538A|0.352365|
|Fe 3  |4608A|0.0218655|
|Fe 3  |4659A|0.276478|
|Fe 3  |4702A|0.127532|
|Fe 3  |4734A|0.0620599|
|Fe 3  |4755A|0.0505606|
|Fe 3  |4881A|0.141006|
|Fe 3  |4988A|0.0242116|
|Fe 3  |5271A|0.168224|
|H  1  |4861A|100|
|H  1  |6563A|285.718|
|He 1  |4471A|4.52171|
|He 1  |5876A|13.9894|
|He 1  |6678A|3.74224|
|N  2  |5755A|2.4881|
|N  2  |6584A|57.3202|
|Ne 2 |1281m|34.6737|
|Ne 3 |1555m|6.26412|
|Ne 3  |3869A|3.82028|
|O 2r  |4651A|0.122449|
|O  1  |5577A|0.205105|
|O  1  |6300A|12.0073|
|O  3  |4959A|61.2248|
|O  3  |5007A|184.289|
|O II  |2471A|45.6192|
|O II  |3726A|77.5696|
|O II  |3729A|31.3784|
|O II  |7323A|32.1773|
|O II  |7332A|26.0971|
|S  3  |6312A|1.69411|
|S II  |4070A|11.6068|
|S II  |4078A|3.75763|
|S II  |6716A|2.08534|
|S II  |6731A|4.62956|
|TOTL  |2326A|68.6411|
|TOTL  |4363A|0.937923|
|TOTL  |5199A|0.102281|

Tsamis 104 12.1

H beta line flux: 
1.83060740788e+31
Line fluxes relative to H beta = 100:
|Ar 3  |5192A|0.0894764|
|Ar 3  |7135A|13.7858|
|Ar 4  |4711A|0.0059893|
|Ar 4  |4740A|0.00953942|
|C  2  |4267A|0.168497|
|C  3  |1907A|13.9917|
|C  3  |1910A|18.5117|
|Cl 3  |5518A|0.137183|
|Cl 3  |5538A|0.342049|
|Fe 3  |4608A|0.0652276|
|Fe 3  |4659A|0.824792|
|Fe 3  |4702A|0.380458|
|Fe 3  |4734A|0.185134|
|Fe 3  |4755A|0.15083|
|Fe 3  |4881A|0.420592|
|Fe 3  |4988A|0.0722165|
|Fe 3  |5271A|0.503169|
|H  1  |4861A|100|
|H  1  |6563A|285.547|
|He 1  |4471A|4.49288|
|He 1  |5876A|13.8843|
|He 1  |6678A|3.72001|
|N  2  |5755A|4.22312|
|N  2  |6584A|98.3745|
|Ne 2 |1281m|34.4808|
|Ne 3 |1555m|6.17245|
|Ne 3  |3869A|3.71144|
|Ne 3  |3968A|1.11857|
|O 2r  |4651A|0.120808|
|O  1  |5577A|0.21336|
