|C  2  |4267A|0.412144|
|TOTL  |4363A|0.536543|
|He 1  |4471A|4.81184|
|Fe 3  |4608A|0.0031059|
|O 2r  |4651A|0.350896|
|Fe 3  |4659A|0.0403229|
|Fe 3  |4702A|0.018116|
|Ar 4  |4711A|0.00903539|
|Fe 3  |4734A|0.00863008|
|Ar 4  |4740A|0.0124262|
|Fe 3  |4755A|0.00737383|
|H  1  |4861A|100|
|Fe 3  |4881A|0.0210586|
|O  3  |4959A|77.0602|
|Fe 3  |4988A|0.00361577|
|O  3  |5007A|231.954|
|Ar 3  |5192A|0.0744375|
|TOTL  |5199A|0.128248|
|Fe 3  |5271A|0.0256305|
|Cl 3  |5518A|0.209257|
|Cl 3  |5538A|0.464679|
|O  1  |5577A|0.227536|
|N  2  |5755A|2.42803|
|He 1  |5876A|14.7141|
|O  1  |6300A|16.3772|
|S  3  |6312A|0.891116|
|H  1  |6563A|288.908|
|N  2  |6584A|84.2261|
|He 1  |6678A|4.04416|
|S II  |6716A|1.7566|
|S II  |6731A|3.87667|
|Ar 3  |7135A|19.2003|
|O II  |7323A|25.5175|
|O II  |7332A|20.6932|
|Ne 2 |1281m|104.76|
|Ne 3 |1555m|24.6079|

Tsamis HST10 12.1

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1545, NJ = 1001
Ems.shape = (45, 1001, 1545)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    315701.188    
 sum(cubes) =    9.92902439E-15
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|7.80612|
|C  3  |1910A|9.67056|
|TOTL  |2326A|40.2021|
|O II  |2471A|36.6879|
|O II  |3726A|80.7266|
|O II  |3729A|33.377|
|Ne 3  |3869A|3.35753|
|S II  |4070A|11.7918|
|S II  |4078A|3.82339|
|C  2  |4267A|0.1876|
|TOTL  |4363A|0.786918|
|He 1  |4471A|4.52705|
|Fe 3  |4608A|0.0294452|
|O 2r  |4651A|0.215832|
|Fe 3  |4659A|0.381806|
|Fe 3  |4702A|0.171747|
|Ar 4  |4711A|0.0135481|
|Fe 3  |4734A|0.0818387|
|Ar 4  |4740A|0.0178058|
|Fe 3  |4755A|0.0698225|
|H  1  |4861A|100|
|Fe 3  |4881A|0.195724|
|O  3  |4959A|74.9065|
|Fe 3  |4988A|0.033606|
|O  3  |5007A|225.469|
|Ar 3  |5192A|0.102011|
|TOTL  |5199A|0.164146|
|Fe 3  |5271A|0.236583|
|Cl 3  |5518A|0.130186|
|Cl 3  |5538A|0.283246|
|O  1  |5577A|0.213074|
|N  2  |5755A|3.56916|
|He 1  |5876A|13.8759|
|O  1  |6300A|13.4042|
|S  3  |6312A|1.6112|
|H  1  |6563A|287.033|
|N  2  |6584A|101.975|
|He 1  |6678A|3.7751|
|S II  |6716A|2.44465|
|S II  |6731A|5.38883|
|Ar 3  |7135A|19.7507|
|O II  |7323A|25.8767|
|O II  |7332A|20.9848|
|Ne 2 |1281m|34.573|
|Ne 3 |1555m|8.85544|

Tsamis 101 12.1

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1559, NJ = 1001
Ems.shape = (45, 1001, 1559)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    274678.469    
 sum(cubes) =    8.42425850E-15
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|23.5415|
|C  3  |1910A|25.8939|
|TOTL  |2326A|63.62|
|O II  |2471A|19.4185|
|O II  |3726A|40.5495|
|O II  |3729A|17.0169|
|Ne 3  |3869A|7.21399|
|S II  |4070A|15.0316|
|S II  |4078A|4.87371|
|C  2  |4267A|0.1784|
|TOTL  |4363A|0.783671|
|He 1  |4471A|4.52995|
|Fe 3  |4608A|0.0423165|
|O 2r  |4651A|0.0676146|
|Fe 3  |4659A|0.551503|
|Fe 3  |4702A|0.246817|
|Ar 4  |4711A|0.0321754|
|Fe 3  |4734A|0.116952|
|Ar 4  |4740A|0.039509|
|Fe 3  |4755A|0.100855|
|H  1  |4861A|100|
|Fe 3  |4881A|0.276102|
|O  3  |4959A|43.1095|
|Fe 3  |4988A|0.047407|
|O  3  |5007A|129.759|
|Ar 3  |5192A|0.185|
|TOTL  |5199A|0.161362|
|Fe 3  |5271A|0.332529|
|Cl 3  |5518A|0.20092|
|Cl 3  |5538A|0.41627|
|O  1  |5577A|0.0864646|
|N  2  |5755A|5.16641|
|He 1  |5876A|14.0068|
|O  1  |6300A|4.91866|
|S  3  |6312A|2.66094|
|H  1  |6563A|284.728|
|N  2  |6584A|126.579|
|He 1  |6678A|3.74799|
|S II  |6716A|2.90516|
|S II  |6731A|6.40506|
|Ar 3  |7135A|26.271|
|O II  |7323A|13.6961|
|O II  |7332A|11.1058|
|Ne 2 |1281m|36.2387|
|Ne 3 |1555m|9.98053|

Tsamis 102 12.1

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1550, NJ = 1001
Ems.shape = (45, 1001, 1550)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    133012.500    
 sum(cubes) =    9.04937898E-15
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|16.7686|
|C  3  |1910A|19.1234|
|TOTL  |2326A|55.8475|
|O II  |2471A|25.1716|
|O II  |3726A|53.6515|
|O II  |3729A|22.402|
|Ne 3  |3869A|5.73949|
|S II  |4070A|14.047|
|S II  |4078A|4.55582|
|C  2  |4267A|0.181286|
|TOTL  |4363A|0.83433|
|He 1  |4471A|4.52319|
|Fe 3  |4608A|0.0381601|
|O 2r  |4651A|0.102208|
|Fe 3  |4659A|0.497058|
|Fe 3  |4702A|0.222577|
|Ar 4  |4711A|0.0246314|
|Fe 3  |4734A|0.105562|
|Ar 4  |4740A|0.030923|
|Fe 3  |4755A|0.0908982|
|H  1  |4861A|100|
|Fe 3  |4881A|0.250896|
|O  3  |4959A|54.3279|
|Fe 3  |4988A|0.0430799|
|O  3  |5007A|163.527|
|Ar 3  |5192A|0.154668|
|TOTL  |5199A|0.171208|
|Fe 3  |5271A|0.302091|
|Cl 3  |5518A|0.176901|
|Cl 3  |5538A|0.372305|
|O  1  |5577A|0.126028|
|N  2  |5755A|4.64336|
|He 1  |5876A|13.9372|
|O  1  |6300A|7.38524|
|S  3  |6312A|2.29278|
|H  1  |6563A|285.395|
|N  2  |6584A|119.679|
|He 1  |6678A|3.74984|
|S II  |6716A|2.79807|
|S II  |6731A|6.16629|
|Ar 3  |7135A|24.1582|
|O II  |7323A|17.7536|
|O II  |7332A|14.3967|
|Ne 2 |1281m|35.7872|
|Ne 3 |1555m|9.61624|

ZZ03 12.1

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1558, NJ = 1001
Ems.shape = (45, 1001, 1558)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    297400.563    
 sum(cubes) =    8.23952146E-15
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|20.2165|
|C  3  |1910A|22.3317|
|TOTL  |2326A|54.9828|
|O II  |2471A|20.5575|
|O II  |3726A|42.5451|
|O II  |3729A|17.8424|
|Ne 3  |3869A|4.35319|
|S II  |4070A|18.2372|
|S II  |4078A|5.91315|
|C  2  |4267A|0.151841|
|TOTL  |4363A|0.819857|
|He 1  |4471A|4.53372|
|Fe 3  |4608A|0.0320068|
|O 2r  |4651A|0.0705473|
|Fe 3  |4659A|0.416918|
|Fe 3  |4702A|0.186686|
|Ar 4  |4711A|0.0192482|
|Fe 3  |4734A|0.0885026|
|Ar 4  |4740A|0.0237042|
|Fe 3  |4755A|0.0762429|
|H  1  |4861A|100|
|Fe 3  |4881A|0.208742|
|O  3  |4959A|45.0213|
|Fe 3  |4988A|0.0358413|
|O  3  |5007A|135.516|
|Ar 3  |5192A|0.112169|
|TOTL  |5199A|0.164338|
|Fe 3  |5271A|0.251237|
|Cl 3  |5518A|0.402911|
|Cl 3  |5538A|0.836414|
|O  1  |5577A|0.0923666|
|N  2  |5755A|5.23702|
|He 1  |5876A|14.0227|
|O  1  |6300A|5.23998|
|S  3  |6312A|3.22488|
|H  1  |6563A|284.718|
|N  2  |6584A|127.389|
|He 1  |6678A|3.75069|
|S II  |6716A|3.51041|
|S II  |6731A|7.74293|
|Ar 3  |7135A|15.8407|
|O II  |7323A|14.4993|
|O II  |7332A|11.7575|
|Ne 2 |1281m|21.7649|
|Ne 3 |1555m|6.01434|

Tsamis 104 12.1

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1548, NJ = 1001
Ems.shape = (47, 1001, 1548)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    263261.469    
 sum(cubes) =    9.55186519E-15
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|14.1422|
|C  3  |1910A|16.8824|
|TOTL  |2326A|55.5167|
|O II  |2471A|36.7469|
|O II  |3726A|75.8075|
|O II  |3729A|31.4917|
|Ne 3  |3869A|4.55469|
|Ne 3  |3968A|1.37272|
|S II  |4070A|9.96151|
|S II  |4078A|3.2303|
|C  2  |4267A|0.182981|
|TOTL  |4363A|0.991451|
|He 1  |4471A|4.52802|
|Fe 3  |4608A|0.0577786|
|O 2r  |4651A|0.152052|
|Fe 3  |4659A|0.749309|
|Fe 3  |4702A|0.337008|
|Ar 4  |4711A|0.0117171|
|Fe 3  |4734A|0.160464|
|Ar 4  |4740A|0.0149606|
|Fe 3  |4755A|0.137028|
|H  1  |4861A|100|
|Fe 3  |4881A|0.379145|
|O  3  |4959A|71.4442|
|Fe 3  |4988A|0.0651005|
|O  3  |5007A|215.048|
|Ar 3  |5192A|0.0837573|
|TOTL  |5199A|0.158632|
|Fe 3  |5271A|0.456499|
|Cl 3  |5518A|0.163431|
|Cl 3  |5538A|0.350393|
|O  1  |5577A|0.183524|
|N  2  |5755A|3.52082|
|He 1  |5876A|13.9415|
|O  1  |6300A|10.9014|
|S  3  |6312A|1.53232|
|H  1  |6563A|285.829|
|TOTL  |6580A|0.0155176|
|N  2  |6584A|89.8969|
|He 1  |6678A|3.75821|
|S II  |6716A|2.02343|
|S II  |6731A|4.4462|
|Ar 3  |7135A|13.5043|
|O II  |7323A|25.9185|
|O II  |7332A|21.0184|
|Ne 2 |1281m|33.1687|
|Ne 3 |1555m|8.6966|

Tsamis105 12.1

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1549, NJ = 1001
Ems.shape = (50, 1001, 1549)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    400413.188    
 sum(cubes) =    9.56616988E-15
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|14.2924|
|C  3  |1910A|17.2107|
|TOTL  |2326A|57.0382|
|O II  |2471A|37.6618|
|O II  |3726A|76.3791|
|O II  |3729A|31.6893|
|Ne 3  |3869A|6.31685|
|Ne 3  |3968A|1.90384|
|S II  |4070A|10.044|
|S II  |4078A|3.25712|
|C  2  |4267A|0.183595|
|TOTL  |4363A|0.986773|
|He 1  |4471A|4.53368|
|Fe 3  |4608A|0.0377684|
|O 2r  |4651A|0.152953|
|Fe 3  |4659A|0.489181|
|Fe 3  |4702A|0.22029|
|Ar 4  |4711A|0.0122679|
|Fe 3  |4734A|0.105007|
|Ar 4  |4740A|0.0157386|
|Fe 3  |4755A|0.0894588|
|H  1  |4861A|100|
|Fe 3  |4881A|0.247553|
|O  3  |4959A|71.2838|
|Fe 3  |4988A|0.0425053|
|O  3  |5007A|214.563|
|Ar 3  |5192A|0.09074|
|TOTL  |5199A|0.124425|
|Fe 3  |5271A|0.29777|
|Cl 3  |5518A|0.163341|
|Cl 3  |5538A|0.351682|
|O  1  |5577A|0.185545|
|N  2  |5755A|2.7905|
|He 1  |5876A|13.9644|
|O  1  |6300A|10.9565|
|S  3  |6312A|1.54025|
|H  1  |6563A|285.873|
|C 2p  |6580A|2.01207e-17|
|C 2r  |6580A|0.0155719|
|C  2  |6580A|2.01207e-17|
|TOTL  |6580A|0.0155719|
|N  2  |6584A|70.3047|
|He 1  |6678A|3.76267|
|S II  |6716A|2.02354|
|S II  |6731A|4.45049|
|Ar 3  |7135A|14.5095|
|O II  |7323A|26.5634|
|O II  |7332A|21.5417|
|Ne 2 |1281m|46.4013|
|Ne 3 |1555m|12.1664|

Tsamis 106 12.1

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1548, NJ = 1001
Ems.shape = (50, 1001, 1548)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    324043.188    
 sum(cubes) =    9.85005466E-15
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|12.6637|
|C  3  |1910A|15.3407|
|TOTL  |2326A|53.1794|
|O II  |2471A|35.0013|
|O II  |3726A|72.4182|
|O II  |3729A|30.0267|
|Ne 3  |3869A|10.7177|
|Ne 3  |3968A|3.23019|
|S II  |4070A|9.63975|
|S II  |4078A|3.12665|
|C  2  |4267A|0.185083|
|TOTL  |4363A|0.879873|
|He 1  |4471A|4.53653|
|Fe 3  |4608A|0.0359601|
|O 2r  |4651A|0.154162|
|Fe 3  |4659A|0.466167|
|Fe 3  |4702A|0.209745|
|Ar 4  |4711A|0.0120808|
|Fe 3  |4734A|0.09992|
|Ar 4  |4740A|0.01563|
|Fe 3  |4755A|0.0852497|
|H  1  |4861A|100|
|Fe 3  |4881A|0.236662|
|O  3  |4959A|67.3695|
|Fe 3  |4988A|0.0406354|
|O  3  |5007A|202.785|
|Ar 3  |5192A|0.0912481|
|TOTL  |5199A|0.123361|
|Fe 3  |5271A|0.284717|
|Cl 3  |5518A|0.156338|
|Cl 3  |5538A|0.337473|
|O  1  |5577A|0.177201|
|N  2  |5755A|2.62975|
|He 1  |5876A|13.9564|
|O  1  |6300A|10.6463|
|S  3  |6312A|1.45172|
|H  1  |6563A|286.174|
|C 2p  |6580A|1.9826e-17|
|C 2r  |6580A|0.0154926|
|C  2  |6580A|1.9826e-17|
|TOTL  |6580A|0.0154926|
|N  2  |6584A|68.1929|
|He 1  |6678A|3.76847|
|S II  |6716A|1.98166|
|S II  |6731A|4.35666|
|Ar 3  |7135A|15.1623|
|O II  |7323A|24.687|
|O II  |7332A|20.02|
|Ne 2 |1281m|85.1598|
|Ne 3 |1555m|22.1599|
1187.990u 37.141s 30:17.93 67.3%	0+0k 228+110io 0pf+0w

Tsamis 106nd 12.1

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1555, NJ = 1001
Ems.shape = (50, 1001, 1555)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    405153.188    
 sum(cubes) =    1.00069607E-14
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|11.972|
|C  3  |1910A|14.7842|
|TOTL  |2326A|53.9064|
|O II  |2471A|35.1697|
|O II  |3726A|70.2043|
|O II  |3729A|29.0275|
|Ne 3  |3869A|10.1536|
|Ne 3  |3968A|3.06017|
|S II  |4070A|9.74025|
|S II  |4078A|3.15539|
|C  2  |4267A|0.183989|
|TOTL  |4363A|0.828769|
|He 1  |4471A|4.50643|
|Fe 3  |4608A|0.0358318|
|O 2r  |4651A|0.153395|
|Fe 3  |4659A|0.462258|
|Fe 3  |4702A|0.208997|
|Ar 4  |4711A|0.0108396|
|Fe 3  |4734A|0.0999772|
|Ar 4  |4740A|0.0144112|
|Fe 3  |4755A|0.0845351|
|H  1  |4861A|100|
|Fe 3  |4881A|0.234366|
|O  3  |4959A|64.758|
|Fe 3  |4988A|0.0402417|
|O  3  |5007A|194.922|
|Ar 3  |5192A|0.0889581|
|TOTL  |5199A|0.0980994|
|Fe 3  |5271A|0.282604|
|Cl 3  |5518A|0.150387|
|Cl 3  |5538A|0.328821|
|O  1  |5577A|0.182799|
|N  2  |5755A|2.67582|
|He 1  |5876A|13.879|
|O  1  |6300A|10.6084|
|S  3  |6312A|1.42621|
|H  1  |6563A|286.349|
|C 2p  |6580A|1.92408e-17|
|C 2r  |6580A|0.0153206|
|C  2  |6580A|1.92408e-17|
|TOTL  |6580A|0.0153206|
|N  2  |6584A|67.4082|
|He 1  |6678A|3.7454|
|S II  |6716A|1.86551|
|S II  |6731A|4.11945|
|Ar 3  |7135A|14.8854|
|O II  |7323A|24.8057|
|O II  |7332A|20.1164|
|Ne 2 |1281m|84.6943|
|Ne 3 |1555m|21.8004|
1173.467u 41.309s 37:40.92 53.7%	0+0k 240+26io 0pf+0w


Orion 12.3

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1558, NJ = 1001
Ems.shape = (45, 1001, 1558)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    339352.063    
 sum(cubes) =    1.44747885E-14
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|11.1417|
|C  3  |1910A|14.8687|
|TOTL  |2326A|43.7002|
|O II  |2471A|28.4919|
|O II  |3726A|48.7829|
|O II  |3729A|19.8865|
|Ne 3  |3869A|5.11085|
|S II  |4070A|14.3251|
|S II  |4078A|4.61172|
|C  2  |4267A|0.19646|
|TOTL  |4363A|0.901625|
|He 1  |4471A|4.58003|
|Fe 3  |4608A|0.166312|
|O 2r  |4651A|0.163761|
|Fe 3  |4659A|2.08631|
|Fe 3  |4702A|0.970054|
|Ar 4  |4711A|0.022741|
|Fe 3  |4734A|0.474848|
|Ar 4  |4740A|0.0318138|
|Fe 3  |4755A|0.381532|
|H  1  |4861A|100|
|Fe 3  |4881A|1.04922|
|O  3  |4959A|69.7842|
|Fe 3  |4988A|0.180156|
|O  3  |5007A|210.051|
|Ar 3  |5192A|0.126404|
|TOTL  |5199A|0.0978836|
|Fe 3  |5271A|1.28615|
|Cl 3  |5518A|0.139251|
|Cl 3  |5538A|0.323237|
|O  1  |5577A|0.129492|
|N  2  |5755A|4.04204|
|He 1  |5876A|14.0934|
|O  1  |6300A|7.54284|
|S  3  |6312A|2.53385|
|H  1  |6563A|285.724|
|N  2  |6584A|91.9668|
|He 1  |6678A|3.80005|
|S II  |6716A|2.28052|
|S II  |6731A|5.08176|
|Ar 3  |7135A|22.0519|
|O II  |7323A|20.0957|
|O II  |7332A|16.2973|
|Ne 2 |1281m|33.523|
|Ne 3 |1555m|10.4537|

Esteban 12.3

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1556, NJ = 1001
Ems.shape = (45, 1001, 1556)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    305799.906    
 sum(cubes) =    1.41248826E-14
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|5.9977|
|C  3  |1910A|8.38986|
|TOTL  |2326A|31.4768|
|O II  |2471A|25.5237|
|O II  |3726A|44.8038|
|O II  |3729A|18.1853|
|Ne 3  |3869A|6.87218|
|S II  |4070A|21.5079|
|S II  |4078A|6.92302|
|C  2  |4267A|0.173774|
|TOTL  |4363A|0.630476|
|He 1  |4471A|4.66253|
|Fe 3  |4608A|0.0466088|
|O 2r  |4651A|0.184738|
|Fe 3  |4659A|0.583822|
|Fe 3  |4702A|0.271856|
|Ar 4  |4711A|0.0215978|
|Fe 3  |4734A|0.13328|
|Ar 4  |4740A|0.0313233|
|Fe 3  |4755A|0.106766|
|H  1  |4861A|100|
|Fe 3  |4881A|0.296027|
|O  3  |4959A|61.1067|
|Fe 3  |4988A|0.0508286|
|O  3  |5007A|183.931|
|Ar 3  |5192A|0.133558|
|TOTL  |5199A|0.0701635|
|Fe 3  |5271A|0.364217|
|Cl 3  |5518A|0.331444|
|Cl 3  |5538A|0.783328|
|O  1  |5577A|0.135403|
|N  2  |5755A|2.61731|
|He 1  |5876A|14.3093|
|O  1  |6300A|8.0764|
|S  3  |6312A|3.36991|
|H  1  |6563A|286.695|
|N  2  |6584A|63.5792|
|He 1  |6678A|3.88238|
|S II  |6716A|3.49406|
|S II  |6731A|7.78982|
|Ar 3  |7135A|26.6831|
|O II  |7323A|18.0023|
|O II  |7332A|14.5995|
|Ne 2 |1281m|61.0132|
|Ne 3 |1555m|18.4621|

Datacube size: (NU, NY, NX) = (50, 40, 40)
NI = 1539, NJ = 1001
Ems.shape = (50, 1001, 1539)
NK, inc_degrees, xmin, ymin, umin, dx, dy, du
         400   30.0000000      -1.00000000      -2.00000000      -50.0000000      0.100000001      0.100000001       2.00000000    
 sum(Ems) =    341873.188    
 sum(cubes) =    8.93654149E-15
Summing datacubes to find total fluxes....
.... finished
H beta line flux: 
Line fluxes relative to H beta = 100:
|C  3  |1907A|5.81078|
|C  3  |1910A|7.17324|
|TOTL  |2326A|31.6118|
|O II  |2471A|24.5578|
|O II  |3726A|55.9873|
|O II  |3729A|23.1509|
|Ne 3  |3869A|5.84106|
|Ne 3  |3968A|1.76041|
|S II  |4070A|23.3586|
|S II  |4078A|7.57491|
|C  2  |4267A|0.163754|
|TOTL  |4363A|0.526079|
|He 1  |4471A|4.61688|
|Fe 3  |4608A|0.0452943|
|O 2r  |4651A|0.162421|
|Fe 3  |4659A|0.588224|
|Fe 3  |4702A|0.264189|
|Ar 4  |4711A|0.0172745|
|Fe 3  |4734A|0.125737|
|Ar 4  |4740A|0.0229529|
|Fe 3  |4755A|0.107571|
|H  1  |4861A|100|
|Fe 3  |4881A|0.30256|
|O  3  |4959A|53.1627|
|Fe 3  |4988A|0.0519508|
|O  3  |5007A|160.023|
|Ar 3  |5192A|0.12763|
|TOTL  |5199A|0.0977543|
|Fe 3  |5271A|0.366334|
|Cl 3  |5518A|0.356139|
|Cl 3  |5538A|0.774172|
|O  1  |5577A|0.145673|
|N  2  |5755A|2.48849|
|He 1  |5876A|14.1388|
|O  1  |6300A|9.21552|
|S  3  |6312A|3.13294|
